pl_name,pl_orbper,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,st_mass,st_rad,st_teff,pl_ttvflag,ra,dec
WASP-97 b,2.07276000,419.52000,15.89000,-15.89000,12.670,0.670,-0.670,1.12,1.06,5640.00,0,24.604338,-55.772083
HATS-4 b,2.51672900,420.47100,8.89900,-8.89900,11.433,0.415,-0.415,1.00,0.93,5403.00,0,94.112075,-22.546885
HD 141399 c,201.99000000,,,,,,,1.07,,5600.00,0,236.724228,46.986263
HATS-17 b,16.25461100,425.25654,20.65895,-20.65895,8.709,0.628,-0.628,1.13,1.09,5846.00,0,192.189799,-47.613693
WASP-91 b,2.79858100,425.89220,25.42640,-25.42640,11.545,0.448,-0.448,0.84,0.86,4920.00,0,357.845367,-70.152832
HD 79498 b,1966.10000000,,,,,,,1.06,,5740.00,0,138.789169,23.375549
HATS-2 b,1.35413300,427.46300,47.67200,-47.67200,13.092,0.336,-0.336,0.88,0.90,5227.00,0,176.739094,-22.562992
HAT-P-50 b,3.12201090,429.07050,23.20159,-23.20159,14.437,0.717,-0.717,1.27,1.70,6280.00,0,118.063411,12.139410
HD 149143 b,4.08800000,,,,,,,1.10,,5730.00,0,248.212708,2.084832
Kepler-28 c,8.98580000,432.23000,,,3.400,,,0.75,0.70,4590.00,1,292.137029,42.429420
HD 19994 b,466.20000000,,,,,,,1.36,,6188.00,0,48.193485,-1.196101
Kepler-59 c,17.98012350,435.41000,,,1.980,,,1.04,0.94,6074.00,1,287.039503,46.640129
XO-2 S c,120.80000000,,,,,,,0.98,1.02,5399.00,0,117.031174,50.217556
Kepler-447 b,7.79430132,435.41000,152.55000,-146.20000,18.490,6.610,-6.280,1.00,1.05,5493.00,0,285.268586,48.560013
HD 205739 b,279.80000000,,,,,,,1.22,1.33,6176.00,0,324.535034,-31.737484
HD 30562 b,1159.20000000,,,,,,,1.23,1.53,5994.00,0,72.151604,-5.674045
HIP 67851 b,88.90000000,,,,,,,1.63,5.92,4890.00,0,208.466919,-35.314362
OGLE-TR-056 b,1.21191890,441.77000,57.21000,-54.03000,15.278,0.009,-0.009,1.23,1.36,6050.00,0,269.147958,-29.539222
HD 217107 b,7.12681600,,,,,,,1.02,,5646.00,0,344.564758,-2.395385
Kepler-58 b,10.21849540,441.77000,,,2.780,,,0.95,1.13,6099.00,1,296.358649,39.115194
K2-22 b,0.38107800,444.96200,,,2.500,0.400,-0.400,0.60,0.57,3830.00,0,169.482819,2.619070
HD 208897 b,352.70000000,,,,,,,1.25,4.98,4860.00,0,329.748718,19.020302
HD 99706 b,868.00000000,,,,,,,1.72,5.40,4932.00,0,172.125885,43.966579
HD 5608 b,792.60000000,,,,,,,1.55,5.50,4854.00,0,14.559246,33.950886
HIP 5158 b,345.72000000,,,,,,,0.78,,4962.00,0,16.508533,-22.453154
HD 133131 A b,649.00000000,,,,,,,0.95,,5799.00,0,225.897705,-27.842573
HD 20782 b,597.06500000,,,,,,,1.02,1.09,5798.00,0,50.014908,-28.854071
HD 220773 b,3724.70000000,,,,,,,1.16,,5940.00,0,351.614349,8.643845
KOI-1257 b,86.64766100,460.83000,111.24000,-111.24000,10.540,1.350,-1.350,0.99,1.13,5520.00,0,291.225180,44.927383
HD 27631 b,2208.00000000,,,,,,,0.94,1.00,5737.00,0,64.939461,-41.960266
WASP-50 b,1.95509590,466.55500,28.92100,-27.33200,12.924,0.538,-0.538,0.89,0.84,5400.00,0,43.688073,-10.898080
HATS-23 b,2.16051560,467.21010,22.88376,-22.88376,20.849,3.363,-4.484,1.12,1.20,5780.00,0,286.366699,-50.067352
WASP-12 b,1.09142030,467.21010,24.15508,-21.93027,21.297,0.639,-0.616,1.43,1.66,6360.00,0,97.636640,29.672291
WASP-93 b,2.73253210,467.21010,92.17070,-92.17070,17.901,0.863,-0.863,1.33,1.52,6700.00,0,9.458792,51.288761
BD+14 4559 b,268.94000000,,,,,,,0.86,0.95,5008.00,0,318.399963,14.689387
HD 216536 b,148.60000000,,,,,,,1.36,12.50,4639.00,0,343.266598,44.477753
HD 48265 b,780.30000000,,,,,,,1.28,2.05,5650.00,0,100.007195,-48.541954
KELT-3 b,2.70339040,469.41500,20.97600,-20.34000,15.076,0.807,-0.807,1.28,1.47,6306.00,0,148.643324,40.388069
HAT-P-53 b,1.96162410,471.65972,17.79848,-17.79848,14.773,1.020,-1.020,1.09,1.21,5956.00,0,21.871105,38.968147
WASP-103 b,0.92554200,473.54700,27.96800,-27.96800,17.127,0.818,-0.527,1.22,1.44,6110.00,0,249.314868,7.183352
HD 177830 b,406.60000000,,,,,,,1.47,2.62,4949.00,0,286.336548,25.920660
HD 132563 b,1544.00000000,,,,,,,,,,0,224.589661,44.043148
Kepler-55 b,27.94814490,473.55000,,,2.430,,,0.62,0.62,4503.00,1,285.168338,44.026466
8 UMi b,93.40000000,,,,,,,1.80,9.90,4847.40,0,224.201477,74.900925
HD 86081 b,2.13750000,,,,,,,1.21,1.22,,0,149.024658,-3.808422
MOA-2010-BLG-477L b,,476.70000,254.30000,-95.30000,,,,0.67,,5950.00,0,271.531006,-31.454477
HD 188015 b,461.20000000,,,,,,,1.09,,5746.00,0,298.018921,28.100376
HD 152581 b,689.00000000,,,,,,,0.93,4.80,5155.00,0,253.431595,11.973746
HD 23127 b,1214.00000000,,,,,,,1.13,,,0,54.848495,-60.077843
omi CrB b,187.83000000,,,,,,,2.13,10.50,4749.00,0,230.035660,29.616209
WASP-136 b,5.21535700,479.92330,25.42640,-25.42640,15.468,1.793,-1.793,1.41,2.21,6260.00,0,0.325750,-8.926325
Kepler-28 b,5.91230000,479.90000,,,3.600,,,0.75,0.70,4590.00,1,292.137029,42.429420
Kepler-1647 b,1107.59230000,483.00000,206.00000,-206.00000,11.874,0.138,-0.138,1.22,1.79,6210.00,0,298.150086,40.656175
HAT-P-8 b,3.07637760,483.08000,57.21000,-50.85000,16.810,0.900,-0.670,1.28,1.58,6200.00,0,343.041067,35.447109
KELT-2 A b,4.11379120,483.71700,24.78970,-24.47190,14.415,0.729,-0.527,1.31,1.83,6151.00,0,92.663948,30.957144
psi 1 Dra B b,3117.00000000,,,,,,,1.19,,6212.00,0,265.492096,72.156914
NGC 2682 Sand 364 b,121.71000000,,,,,,,1.35,21.80,4284.00,0,132.486760,11.692484
WASP-72 b,2.21674210,491.37630,18.75100,-17.79800,14.240,2.240,-2.240,1.39,1.98,6250.00,0,41.039999,-30.169039
WASP-65 b,2.31142430,492.62000,50.85000,-50.85000,12.464,0.661,-0.661,0.93,1.01,5600.00,0,133.324304,8.523038
eps Eri b,2502.00000000,492.63650,76.27920,-76.27920,,,,0.83,,,0,53.232685,-9.458262
HIP 109384 b,499.48000000,,,,,,,0.78,,5180.00,0,332.405823,71.314331
HD 222076 b,871.00000000,,,,,,,1.07,4.10,4806.00,0,354.533112,-70.903358
HD 6718 b,2496.00000000,,,,,,,0.96,1.02,5746.00,0,16.952761,-8.233706
HD 190360 b,2915.00000000,,,,,,,0.96,1.13,5590.00,0,300.905853,29.896805
HD 4113 b,526.62000000,,,,,,,0.99,,5688.00,0,10.802486,-37.982632
HD 27442 b,428.10000000,,,,,,,1.23,,4846.00,0,64.120956,-59.302155
WASP-47 c,580.70000000,500.00000,320.00000,-190.00000,,,,1.11,1.16,5576.00,0,331.203047,-12.018885
WASP-5 b,1.62842790,502.15000,41.32000,-31.78000,12.184,0.762,-0.796,0.96,1.03,5700.00,0,359.348991,-41.277149
HD 134987 b,258.19000000,,,,,,,1.10,1.25,5585.00,0,228.369446,-25.309347
HD 180902 b,479.00000000,,,,,,,1.52,4.10,5030.00,0,289.823792,-23.558155
HD 42012 b,857.50000000,,,,,,,0.83,0.82,5405.00,0,92.485275,34.135300
HD 2952 b,311.60000000,,,,,,,2.54,12.02,4844.00,0,8.293311,54.894985
HD 129445 b,1840.00000000,,,,,,,0.99,,,0,221.512772,-68.762749
Kepler-24 b,8.14530000,508.50000,,,2.400,,,1.03,1.29,5897.00,1,290.413267,38.343754
Kepler-24 c,12.33350000,508.50000,,,2.800,,,1.03,1.29,5897.00,1,290.413267,38.343754
BD+49 828 b,2590.00000000,,,,,,,1.52,7.60,4943.00,0,45.640529,49.730011
HD 221585 b,1173.00000000,,,,,,,1.19,,5620.00,0,353.225189,63.155483
HD 142415 b,386.30000000,,,,,,,1.03,,6045.00,0,239.419968,-60.200256
47 UMa d,14002.00000000,,,,,,,1.03,1.23,5892.00,0,164.866562,40.430256
TAP 26 b,10.79000000,,,,,,,1.04,1.17,4620.00,0,64.715416,17.387936
16 Cyg B b,798.50000000,,,,,,,0.99,,5674.00,0,295.466553,50.517525
HD 82943 b,441.47000000,534.25000,8.89900,-8.89900,,,,1.20,,6016.00,0,143.711395,-12.129546
HAT-P-7 b,2.20473720,534.59006,6.67443,-6.35660,16.713,0.684,-0.684,1.47,1.84,6441.00,0,292.247310,47.969513
HD 167042 b,420.77000000,,,,,,,1.50,4.50,4943.00,0,272.631836,54.286552
BD+48 740 b,733.00000000,,,,,,,1.09,10.33,4534.00,0,40.742569,48.930061
HD 100655 b,157.57000000,,,,,,,2.40,9.30,4861.00,0,173.765640,20.441545
ome Ser b,277.02000000,,,,,,,2.17,12.30,4770.00,0,237.573105,2.196509
HD 28678 b,387.10000000,,,,,,,1.74,6.20,5076.00,0,67.856056,4.575287
HD 50499 b,2482.70000000,,,,,,,1.24,,,0,103.008438,-33.915562
HAT-P-49 b,2.69154800,549.82300,65.15200,-65.15200,15.838,1.435,-0.863,1.54,1.83,6820.00,0,305.441397,26.692652
HD 33844 c,916.00000000,,,,,,,1.78,5.29,4861.00,0,78.150421,-14.951111
WASP-77 A b,1.36003090,559.36000,19.07000,-19.07000,13.560,0.220,-0.220,1.00,0.95,5500.00,0,37.155115,-7.060681
HD 5319 b,641.00000000,,,,,,,1.51,3.85,4958.00,0,13.755836,0.789553
K2-34 b,2.99560700,559.38080,41.31790,-41.31790,15.132,0.751,-0.751,1.28,1.53,6132.00,0,127.578773,22.235909
HD 128311 b,453.01900000,,,,,,,0.83,0.76,,0,219.002335,9.746518
WASP-114 b,1.54877430,562.24127,20.34112,-20.34112,15.009,0.717,-0.717,1.29,1.43,5940.00,0,327.664437,10.463482
K2-31 b,1.25785000,563.83042,25.10857,-25.10857,11.882,3.923,-3.923,0.91,0.78,5280.00,0,245.440750,-23.547865
WASP-43 b,0.81347500,565.71400,31.78200,-31.78200,10.424,0.785,-1.009,0.58,0.60,4400.00,1,154.908372,-9.806276
HD 89307 b,2157.00000000,,,,,,,1.03,1.05,5950.00,0,154.588699,12.621108
HD 87883 b,2754.00000000,,,,,,,0.82,0.76,4980.00,0,152.179749,34.242260
XO-4 b,4.12508280,565.71000,25.43000,-25.43000,14.910,0.560,-0.560,1.32,1.55,5700.00,0,110.388223,58.268108
TrES-5 b,1.48224686,568.91570,21.61244,-21.61244,13.384,0.168,-0.168,0.90,0.87,5171.00,0,305.221841,59.448788
HD 45350 b,963.60000000,,,,,,,1.02,,5616.00,0,97.190460,38.962963
WASP-105 b,7.87288000,572.09400,31.78300,-31.78300,10.761,0.336,-0.336,0.89,0.90,5070.00,0,24.167667,-50.659027
HD 158038 b,521.00000000,,,,,,,1.65,4.80,4897.00,0,261.439301,27.303341
WASP-37 b,3.57746900,572.07000,54.02900,-54.02900,13.002,0.785,-0.673,0.93,1.00,5800.00,0,221.943987,1.064966
HD 98219 b,436.90000000,,,,,,,1.30,4.50,4992.00,0,169.448135,-23.975414
alf Ari b,380.80000000,,,,,,,1.50,13.90,4553.00,0,31.793364,23.462423
HD 8574 b,227.00000000,,,,,,,1.12,,6050.00,0,21.302153,28.566692
HD 30856 b,912.00000000,,,,,,,1.35,4.20,4982.00,0,72.574425,-24.368839
HD 74156 b,51.64500000,,,,,,,1.24,,6068.00,0,130.604675,4.578097
HD 12661 c,1708.00000000,,,,,,,1.02,1.11,5748.00,0,31.142866,25.414305
HD 160691 c,4205.80000000,,,,,,,1.08,,5807.00,0,266.036255,-51.834053
HD 216437 b,1256.00000000,,,,,,,1.06,,5887.00,0,343.664520,-70.073708
HD 9446 c,192.90000000,,,,,,,1.00,1.00,5793.00,0,23.334101,29.265148
HD 4203 b,437.05000000,,,,,,,1.13,,5702.00,0,11.171676,20.448927
HAT-P-36 b,1.32734700,582.24000,31.46400,-31.46400,14.168,0.796,-0.796,1.02,1.10,5560.00,0,188.266255,44.915352
Kepler-117 c,50.79039100,584.78000,57.21000,-57.21000,12.341,0.392,-0.392,1.13,1.61,6150.00,0,288.793037,48.040234
K2-114 b,11.39109000,587.98550,73.10090,-69.92260,10.559,0.359,-0.224,0.83,0.83,5027.00,0,127.882965,11.922265
HAT-P-57 b,2.46529500,587.98550,,,15.838,0.605,-0.605,1.47,1.50,7500.00,0,274.743421,10.597294
gam Cep b,903.30000000,,,,,,,1.40,4.90,,0,354.836884,77.632278
OGLE-2012-BLG-0358L b,,587.96000,60.39000,-60.39000,,,,0.02,,,0,265.694875,-24.261000
HD 200964 b,613.80000000,,,,,,,1.44,4.30,5164.00,0,316.666016,3.803119
HATS-1 b,3.44645900,589.55000,83.26800,-62.29200,14.594,1.816,-1.098,0.99,1.04,5870.00,0,175.525336,-23.354836
HD 68988 b,6.27711000,,,,,,,1.18,,5960.00,0,124.592384,61.460724
HD 73256 b,2.54858000,,,,,,,1.05,0.89,5570.00,0,129.095901,-30.037626
Pr0211 b,2.14610000,,,,,,,0.94,0.83,5300.00,0,130.547882,19.277044
WASP-73 b,4.08722000,597.50000,22.25000,-19.07000,13.002,1.345,-0.897,1.34,2.07,6036.00,0,319.949610,-58.148876
HD 13931 b,4218.00000000,,,,,,,1.02,1.23,5829.00,0,34.197414,43.772995
HD 117207 b,2597.00000000,,,,,,,1.08,,5724.00,0,202.337967,-35.570995
HD 190647 b,1038.10000000,,,,,,,1.10,,5628.00,0,301.831970,-35.538631
HD 210702 b,354.80000000,,,,,,,1.68,5.10,4967.00,0,332.963867,16.040550
2MASS J19383260+4603591 b,416.00000000,603.87700,31.78300,-31.78300,,,,0.48,,,0,294.635865,46.066418
K2-77 b,8.19979600,603.87700,,,2.300,0.160,-0.160,0.80,0.76,4970.00,0,55.228428,12.572612
HD 159243 c,248.40000000,,,,,,,1.12,1.12,6123.00,0,263.339783,5.700733
HD 142245 b,1299.00000000,,,,,,,1.69,5.20,4878.00,0,238.234497,15.430708
HD 222155 b,3999.00000000,,,,,,,1.13,1.67,5765.00,0,354.501282,48.996521
WASP-135 b,1.40137940,603.87700,25.42640,-25.42640,14.572,1.009,-1.009,0.98,0.96,5675.00,0,267.284974,29.879107
TrES-3 b,1.30618581,607.03000,23.83600,-25.42500,14.975,0.347,-0.415,0.93,0.83,5650.00,0,268.029265,37.546154
WASP-46 b,1.43036763,607.05530,41.31790,-41.31790,13.159,0.415,-0.415,0.83,0.86,5600.00,0,318.736981,-55.871780
WASP-106 b,9.28971500,611.79700,24.15400,-24.15400,12.162,0.516,-0.314,1.19,1.39,6055.00,0,166.429747,-5.079412
HAT-P-15 b,10.86350200,618.47100,20.97600,-20.97600,12.016,0.482,-0.482,1.01,1.08,5568.00,0,66.248026,39.460636
HD 82943 c,220.07800000,622.60300,14.93700,-14.93700,,,,1.20,,6016.00,0,143.711395,-12.129546
HD 33844 b,551.40000000,,,,,,,1.78,5.29,4861.00,0,78.150421,-14.951111
HD 70642 b,2068.00000000,,,,,,,1.05,,5706.00,0,125.367233,-39.705410
HD 171028 b,550.00000000,,,,,,,0.99,1.95,5663.00,0,278.064527,6.945743
HATS-18 b,0.83784340,629.30340,24.47291,-24.47291,14.986,1.143,-0.549,1.04,1.02,5600.00,0,173.957397,-29.156012
WASP-3 b,1.84683550,629.30340,19.06980,-19.06980,15.693,0.336,-0.336,1.23,1.36,6400.00,0,278.631793,35.661533
HIP 107773 b,144.30000000,,,,,,,2.42,11.60,4945.00,0,327.500519,-64.712540
ups And c,241.25800000,,,,,,,1.30,1.56,,0,24.199345,41.405460
HD 187123 c,3810.00000000,,,,,,,1.00,,5830.00,0,296.742126,34.419525
HD 20868 b,380.85000000,,,,,,,0.78,0.79,4795.00,0,50.177895,-33.730103
24 Sex b,452.80000000,,,,,,,1.54,4.90,5098.00,0,155.868210,-0.902244
kap CrB b,1261.94000000,635.66000,,,,,,1.47,5.06,4788.00,0,237.808044,35.657383
HD 136418 b,464.30000000,,,,,,,1.33,3.40,5071.00,0,229.775757,41.733208
Kepler-47 b,49.53200000,636.00000,,,3.030,0.120,-0.120,1.05,0.96,5636.00,1,295.297916,46.920467
51 Eri b,,635.66000,,,,,,1.75,,,0,69.400551,-2.473548
Kepler-30 c,60.32310500,640.00000,50.00000,-50.00000,12.300,0.400,-0.400,0.99,0.95,5498.00,1,285.283636,38.947281
Kepler-76 b,1.54492980,638.83830,117.59710,-111.24050,15.244,1.345,-1.345,1.20,1.32,6409.00,0,294.192118,39.619003
WASP-100 b,2.84937500,645.17000,38.14000,-38.14000,18.940,3.250,-3.250,1.57,,6900.00,0,68.959728,-64.027039
Kepler-59 b,11.86817070,651.52000,,,1.100,,,1.04,0.94,6074.00,1,287.039503,46.640129
WASP-61 b,3.85590000,654.70200,54.02900,-54.02900,13.899,0.336,-0.336,1.22,1.36,6320.00,0,75.299663,-26.054144
Kepler-48 e,982.00000000,657.00000,25.00000,-25.00000,,,,0.88,0.89,5194.00,0,299.139212,40.949020
HAT-P-23 b,1.21288287,658.00000,38.00000,-38.00000,13.720,0.410,-0.410,1.10,1.09,5885.00,0,306.123854,16.762152
HD 10442 b,1043.00000000,,,,,,,1.56,,5034.00,0,25.471457,2.704376
HD 116029 b,670.00000000,,,,,,,1.58,4.60,4951.00,0,200.164764,24.648699
HD 159868 b,1178.40000000,,,,,,,1.09,,5558.00,0,264.748016,-43.145515
HIP 79431 b,111.70000000,,,,,,,,,,0,243.174057,-18.875504
Kepler-5 b,3.54846570,670.93913,21.29461,-27.33338,15.984,0.404,-0.572,1.37,1.79,6297.00,0,299.407009,44.035046
HD 147018 b,44.23600000,,,,,,,0.93,,5441.00,0,245.750610,-61.688763
HD 118203 b,6.13350000,,,,,,,1.23,,5600.00,0,203.510574,53.728531
HR 810 b,312.00000000,,,,,,,1.03,,,0,40.639442,-50.800293
WASP-53 b,3.30984430,677.61356,29.24036,-29.87602,12.038,0.415,-0.415,0.84,0.80,4953.00,0,31.909203,-20.661839
HAT-P-22 b,3.21222000,682.35200,19.38700,-19.38700,12.106,0.650,-0.650,0.92,1.04,5302.00,0,155.681719,50.128345
HATS-15 b,1.74748753,689.69110,47.67450,-47.67450,12.386,0.448,-0.448,0.87,0.92,5311.00,0,311.091961,-19.437510
HD 4203 c,6700.00000000,,,,,,,1.13,,5702.00,0,11.171676,20.448927
HAT-P-31 b,5.00542500,689.98000,33.37100,-24.47200,11.990,2.690,-1.790,1.22,1.36,6065.00,0,271.537705,26.426662
HD 12661 b,262.70900000,,,,,,,1.02,1.11,5748.00,0,31.142866,25.414305
HAT-P-56 b,2.79083270,692.86940,79.45750,-79.45750,16.432,0.448,-0.448,1.30,1.43,6566.00,0,100.848038,27.252293
HD 152079 b,2899.00000000,,,,,,,1.10,1.15,5726.00,0,253.373901,-46.332958
NGC 2682 Sand 978 b,511.21000000,,,,,,,1.37,,4200.00,0,132.822830,11.756299
Kepler-58 c,15.57415680,696.02000,,,2.860,,,0.95,1.13,6099.00,1,296.358649,39.115194
HD 206610 b,610.00000000,,,,,,,1.56,6.10,4874.00,0,325.853760,-7.408253
HD 131496 b,883.00000000,,,,,,,1.61,4.30,4927.00,0,223.345947,18.235401
Kepler-40 b,6.87349000,699.20000,127.10000,-127.10000,13.110,0.450,-0.450,1.48,2.13,6510.00,0,296.813690,47.526608
6 Lyn b,874.77400000,,,,,,,1.70,5.20,4978.00,0,97.696281,58.162632
HAT-P-14 b,4.62766900,709.36700,18.75100,-18.75100,12.890,0.583,-0.583,1.39,1.47,6600.00,0,260.116169,38.242165
HATS-52 b,1.36665436,711.93920,47.67450,-47.67450,15.491,0.964,-0.964,1.11,1.05,6010.00,0,140.087708,-31.269333
HD 154857 b,408.60000000,,,,,,,1.72,1.76,5605.00,0,257.815521,-56.680798
WASP-71 b,2.90367470,712.54500,25.42500,-25.42500,16.370,1.460,-1.460,1.56,2.26,6059.00,0,29.263338,0.758834
WASP-8 b,8.15871500,713.18000,25.10800,-29.55700,11.635,0.078,-0.053,1.03,0.94,5600.00,0,359.900292,-35.031391
HD 73526 c,379.10000000,,,,,,,1.01,,,0,129.318680,-41.319103
HD 73526 b,188.90000000,,,,,,,1.01,,,0,129.318680,-41.319103
GJ 876 b,61.11660000,723.22350,1.43020,-1.43020,,,,0.32,0.30,,0,343.319733,-14.263700
HD 145934 b,2730.00000000,,,,,,,1.75,5.38,,0,243.291140,13.239476
HD 163607 c,1314.00000000,,,,,,,1.09,1.63,5543.00,0,268.418732,56.391956
HD 212771 b,373.30000000,,,,,,,1.15,5.00,5121.00,0,336.762787,-17.263659
NN Ser d,2883.50000000,731.00000,158.90000,-158.90000,,,,0.54,,57000.00,0,238.233879,12.912411
HD 147873 c,491.54000000,,,,,,,1.38,2.29,5972.00,0,246.438141,-33.567120
HD 4313 b,356.00000000,,,,,,,1.72,4.90,5035.00,0,11.418160,7.845021
GJ 328 b,4100.00000000,,,,,,,0.69,,3900.00,0,133.781754,1.546508
HD 62509 b,589.64000000,,,,,,,2.10,8.31,4946.00,0,116.328957,28.026199
POTS-1 b,3.16062960,734.16000,244.72000,-244.72000,10.548,0.404,-0.527,0.69,0.59,4400.00,0,203.608877,-66.581116
WASP-66 b,4.08605200,737.33500,41.31600,-41.31600,15.581,1.009,-1.009,1.30,1.75,6580.00,0,158.224966,-34.989845
CoRoT-11 b,2.99433000,740.51000,108.06000,-108.06000,16.030,0.340,-0.340,1.27,1.37,6440.00,0,280.687263,5.937688
WASP-36 b,1.53736596,750.39663,22.24810,-22.24810,14.874,0.235,-0.235,1.08,0.98,5959.00,0,131.580405,-8.026946
HD 4732 c,2732.00000000,,,,,,,1.74,5.40,4959.00,0,12.308117,-24.136671
HD 4732 b,360.20000000,,,,,,,1.74,5.40,4959.00,0,12.308117,-24.136671
HATS-12 b,3.14283470,759.61370,27.65121,-27.65121,15.513,0.661,-0.661,1.49,2.21,6408.00,0,289.202393,-19.355907
HD 192699 b,345.53000000,,,,,,,1.68,3.90,5220.00,0,304.025024,4.580795
HD 29021 b,1362.30000000,,,,,,,0.85,0.85,5560.00,0,69.467590,60.676197
HIP 74890 b,822.30000000,,,,,,,1.74,5.77,4850.00,0,229.572205,-41.420570
mu Leo b,357.80000000,,,,,,,1.50,11.40,4538.20,0,148.190903,26.006952
Kepler-539 c,1000.00000000,762.79200,381.39600,-381.39600,,,,1.05,0.95,5820.00,0,299.122454,41.866760
Kepler-432 c,406.20000000,,,,,,,1.32,4.06,4995.00,0,293.282206,48.285900
CoRoT-17 b,3.76810000,772.29000,95.34000,-95.34000,11.430,0.780,-0.780,1.04,1.59,5740.00,0,278.699254,-6.612234
HATS-24 b,1.34849540,775.50520,57.20940,-57.20940,16.668,0.874,-0.605,1.21,1.17,6346.00,0,268.890686,-61.747311
WASP-140 b,2.23598350,775.50520,22.24810,-22.24810,16.141,4.708,-2.018,0.90,0.87,5260.00,0,60.385620,-20.451092
HD 202206 c,1383.40000000,,,,,,,1.15,,5765.00,0,318.740692,-20.789209
Kepler-17 b,1.48571080,778.65000,34.96000,-34.96000,14.680,0.220,-0.220,1.16,1.05,5781.00,1,298.395274,47.815006
HD 23079 b,730.60000000,,,,,,,1.01,,5927.00,0,54.929562,-52.915836
7 CMa b,796.00000000,,,,,,,1.52,2.30,4792.00,0,99.170990,-19.255878
HD 43691 b,36.96000000,,,,,,,1.38,,6200.00,0,94.894485,41.092304
Qatar-2 b,1.33711647,792.63500,17.16200,-17.16200,14.056,0.146,-0.146,0.74,0.78,4645.00,0,207.655866,-6.804028
HD 133131 B b,5769.00000000,,,,,,,0.93,,5805.00,0,225.899200,-27.840994
GJ 317 b,692.00000000,794.50000,222.50000,-127.10000,,,,0.42,,3510.00,0,130.246730,-23.456289
Kepler-419 b,69.75460000,794.50000,95.30000,-95.30000,10.800,1.400,-1.300,1.39,1.74,6430.00,1,295.417899,51.184765
PSR B1620-26 b,,794.57500,317.83000,-317.83000,,,,1.35,,,0,245.909262,-26.531594
TYC 1422-614-1 b,198.40000000,,,,,,,1.15,6.85,4806.00,0,154.277798,19.558472
HD 60532 c,600.10000000,,,,,,,1.50,2.57,6245.00,0,113.513252,-22.296066
HD 75898 b,418.20000000,,,,,,,1.28,1.60,6021.00,0,133.461685,33.056812
47 UMa b,1078.00000000,,,,,,,1.03,1.23,5892.00,0,164.866562,40.430256
HD 41004 A b,963.00000000,,,,,,,0.70,,5010.00,0,89.956871,-48.239693
HD 290327 b,2443.00000000,,,,,,,0.90,1.00,5552.00,0,80.839851,-2.277619
MOA-2009-BLG-387L b,1982.00000000,813.64480,1318.99450,-502.17140,,,,0.19,,,0,268.461625,-33.990333
HD 154857 c,3452.00000000,,,,,,,1.72,1.76,5605.00,0,257.815521,-56.680798
HD 196885 b,1333.00000000,,,,,,,1.28,1.31,6254.00,0,309.966156,11.249649
OGLE-2003-BLG-235L b,,826.35800,254.26400,-190.69800,,,,0.63,,,0,271.318125,-28.895000
HD 108863 b,443.40000000,,,,,,,1.85,5.60,4956.00,0,187.582962,21.948244
HD 155233 b,818.80000000,,,,,,,1.69,5.03,4960.00,0,257.768188,-20.654570
HD 171238 b,1523.00000000,,,,,,,0.94,,5467.00,0,278.681976,-28.072313
HD 217107 c,4270.00000000,,,,,,,1.02,,5646.00,0,344.564758,-2.395385
HIP 109600 b,232.08000000,,,,,,,0.87,,5530.00,0,333.026062,29.065811
WASP-141 b,3.31065100,854.96270,47.67450,-47.67450,13.563,0.897,-0.897,1.25,1.37,5900.00,0,71.824409,-17.115154
WASP-38 b,6.87181500,855.24500,18.43300,-18.43300,12.263,0.325,-0.314,1.20,1.33,6150.00,0,243.959845,10.032566
HD 40956 b,578.60000000,,,,,,,2.00,8.56,4869.00,0,91.663147,63.453838
HD 164604 b,606.40000000,,,,,,,0.80,,,0,270.778900,-28.560644
HD 18742 b,772.00000000,,,,,,,1.60,4.90,5048.00,0,45.044407,-20.802603
Kepler-23 c,10.74210000,858.10000,,,3.200,,,1.11,1.55,5828.00,1,294.218924,49.479225
HD 81688 b,184.02000000,,,,,,,2.10,13.00,4753.00,0,142.166626,45.601482
HD 173416 b,323.60000000,,,,,,,2.00,13.50,4683.00,0,280.900452,36.556606
HD 150706 b,5894.00000000,,,,,,,1.17,0.96,5961.00,0,247.823273,79.789772
OGLE-2012-BLG-0406L b,,867.64000,136.66000,-136.66000,,,,0.44,,,0,268.325708,-30.471167
HD 153950 b,499.40000000,,,,,,,1.12,1.34,6076.00,0,256.128632,-43.309769
HATS-22 b,4.72281240,870.85420,34.96130,-34.96130,10.682,0.538,-0.325,0.76,0.69,4803.00,0,174.009720,-29.543312
KELT-16 b,0.96899510,874.03250,50.85280,-47.67450,15.861,0.942,-0.751,1.21,1.36,6236.00,0,314.268494,31.661034
CoRoT-10 b,13.24060000,874.00000,50.85000,-50.85000,10.870,0.780,-0.780,0.89,0.79,5075.00,0,291.063708,0.746143
WASP-99 b,5.75251000,883.53000,41.32000,-41.32000,12.330,0.900,-0.560,1.48,1.76,6180.00,0,39.897688,-50.008003
NY Vir b,2985.70000000,,,,,,,,,,0,204.700622,-2.030315
MOA-2016-BLG-227L b,,889.92400,699.22600,-476.74500,,,,0.29,,,0,271.473755,-27.714287
xi Aql b,136.75000000,,,,,,,2.20,12.00,4780.00,0,298.562012,8.461452
